spacegroup/cage,sym_type_1,sym_axis_1,sym_axis_1D(D_only),origin_1,sym_type_2,sym_axis_2,sym_axis_2D(D_only),origin_2,dihedral,offset,shift(angle_0_only)
P4232,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,-0.25",D2,"0.707107,0,0.707107","-0.707107,0,0.707107","0.5,-0.25,0",90,1,-
P4232,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",D2,"0,-0.707107,0.707107","1,0,0","-0.25,0,-0.5",60,0,-
P4232,D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.25,0",D2,"0,0.707107,0.707107","1,0,0","-0.25,-0.5,0",60,0.288675,-
P4232,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,-0.25",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.25,0.25,0.25",90,0,-
P4232,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.25,0.25,0.25",0,0.5,0.353553
P4232,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.25,-0.25,0.25",90,0.5,-
P4232,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-0.5,-0.25,0",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","-0.25,0.25,-0.25",45,0.25,-
P4232,D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.25,0",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","-0.25,0.25,-0.25",60,0,-
P4232,D2,"0,-0.707107,0.707107","1,0,0","-0.25,0,-0.5",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.25,-0.25,0.25",60,0.57735,-
P4232,D2,"0,0.707107,0.707107","1,0,0","-0.25,-0.5,0",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0.25,-0.25,-0.25",60,0.288675,-
P4232,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,-0.25",T,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0.353553,-
P4232,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",T,"0.57735,0.57735,0.57735",-,"0,0,0",35.2644,0.353553,-
P4232,D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,-0.25",T,"0.57735,-0.57735,0.57735",-,"0,0,0",90,0,-
P4232,D2,"-0.707107,0.707107,0","0,0,1","0,-0.5,-0.25",T,"0.57735,-0.57735,0.57735",-,"0,0,0",90,0.408248,-
P432,D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.5,-0.5",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-1,0,0",45,0.5,-
P432,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-1,-0.5,0",D2,"0.707107,0.707107,0","-0.707107,0.707107,0","-0.5,0.5,0",90,0.5,-
P432,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-1,0,-0.5",D2,"0,1,0","-0.707107,0,0.707107","-0.5,0,-0.5",45,0,-
P432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.5,-1,0",D2,"0,1,0","-0.707107,0,0.707107","-0.5,0,-0.5",45,1,-
P432,D2,"0.707107,0.707107,0","-0.707107,0.707107,0","-0.5,0.5,-0.5",D2,"0,-0.707107,0.707107","0,0.707107,0.707107","0,-1,0",90,1.5,-
P432,D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.5,-0.5",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,0",60,0.288675,-
P432,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-0.5,-0.5,-0.5",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0,0,0",45,0.5,-
P432,D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.5,-0.5",D4,"1,0,0","0,0,1","0,0,-0.5",45,0.5,-
P432,D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.5,-0.5",D4,"0,-0.707107,0.707107","1,0,0","0,-0.5,-0.5",60,0.288675,-
P432,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-1,-0.5,0",D4,"1,0,0","0,0,1","0,0,-0.5",90,0.5,-
P432,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-1,-0.5,0",D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",45,0,-
P432,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-1,-0.5,0",D4,"0,-0.707107,0.707107","1,0,0","0,-0.5,-0.5",45,1,-
P432,D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-1,0,0",D4,"0,0,1","0,1,0","-0.5,0,0.5",0,0.5,-0.5
P432,D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.5,-1,0",D4,"1,0,0","0,0,1","0,0,-0.5",0,1.11803,-0.5
P432,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-0.5,-0.5,-0.5",D4,"1,0,0","0,0,1","0,0,-0.5",90,0.00E+00,-
P432,D2,"0,1,0","-0.707107,0,0.707107","-0.5,0,-0.5",D4,"0,-0.707107,0.707107","1,0,0","0,-0.5,-0.5",60,0.57735,-
P432,D2,"0,1,0","0.707107,0,0.707107","-0.5,0,-0.5",D4,"0,-0.707107,0.707107","1,0,0","0,-0.5,-0.5",60,0,-
P432,D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.5,-0.5",O,"0.57735,0.57735,0.57735",-,"0,0,0",35.2644,0,-
P432,D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-0.5,-0.5,-0.5",O,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0,-
P432,D2,"0,0.707107,0.707107","0,-0.707107,0.707107","-0.5,-0.5,0.5",O,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0.707107,-
P432,D2,"0,1,0","0.707107,0,0.707107","-0.5,-0.5,-0.5",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0,-
P432,D2,"0,1,0","1,0,0","-0.5,0,-0.5",O,"0.57735,0.57735,0.57735",-,"0,0,0",54.7356,0.353553,-
P622,D2,"0.866025,-0.5,0","0,0,1","-0.5,-0.5,-0.5",D3,"0,1,0","0,0,1","-0.333333,0.333333,0",30,0.5,-
P622,D2,"0.866025,-0.5,0","0.5,0.866025,0","-1,0,-0.5",D3,"0,1,0","0,0,1","-0.333333,0.333333,0",90,6.67E-01,-
P622,D2,"0.866025,-0.5,0","0.5,0.866025,0","-0.5,-0.5,-0.5",D3,"0,1,0","0,0,1","-0.333333,0.333333,0",90,0.166667,-
P622,D2,"0,0,1","0.5,0.866025,0","-0.5,-0.5,0",D3,"0.866025,0.5,0","0,0,1","0.333333,-0.333333,-0.5",60,0.5,-
P622,D2,"0.866025,-0.5,0","0,0,1","-0.5,-0.5,-0.5",D6,"0.866025,-0.5,0","0,0,1","0,0,0",90,0.5,-
P622,D2,"0.866025,-0.5,0","0.5,0.866025,0","-0.5,-0.5,-0.5",D6,"0.866025,-0.5,0","0,0,1","0,0,0",90,0.683013,-
P6222,D2,"0,0,1","0.5,0.866025,0","-0.5,-0.5,-0.166667",D2,"0,0,1","0,1,0","-0.5,0,0",30,1.67E-01,-
P6222,D2,"0,0,1","0.5,0.866025,0","-0.5,-0.5,-0.166667",D2,"0,0,1","1,0,0","-0.5,0,0",60,0.166667,-
P6222,D2,"0,0,1","0.5,0.866025,0","-0.5,-0.5,-0.166667",D2,"0.866025,0.5,0","-0.5,0.866025,0","0,-0.5,-0.333333",90,0.25,-
P6222,D2,"0.866025,-0.5,0","0.5,0.866025,0","-1,0,0.333333",D2,"0,0,1","0.866025,0.5,0","0,-0.5,0.166667",90,0.616025,-
P6222,D2,"0.866025,-0.5,0","0.5,0.866025,0","-1,0,0.333333",D2,"0.866025,0.5,0","-0.5,0.866025,0","0,-0.5,0.166667",0,1.11803,-0.166667
P6222,D2,"0,1,0","0,0,1","-0.5,0,-0.5",D2,"0.866025,0.5,0","-0.5,0.866025,0","0,0,-0.333333",90,0,-
P6222,D2,"0.866025,-0.5,0","0.5,0.866025,0","-1,0,-0.166667",D2,"0,0,1","1,0,0","-0.5,0,0",90,0.5,-
P6222,D2,"0.866025,-0.5,0","0.5,0.866025,0","-1,0,-0.166667",D2,"0,1,0","1,0,0","-0.5,0,0",0,0.5,0.166667
P6222,D2,"0,0,1","0.866025,-0.5,0","-0.5,-0.5,0.333333",D2,"0.866025,0.5,0","-0.5,0.866025,0","0,0,0.166667",90,0.183013,-
P6222,D2,"0,0,1","-0.5,0.866025,0","0,-0.5,-0.333333",D2,"0.866025,-0.5,0","0.5,0.866025,0","0,0,-0.166667",90,0.433013,-
P6222,D2,"0.5,0.866025,0","0.866025,-0.5,0","-0.5,0.5,0.333333",D2,"0,0,1","0.866025,0.5,0","0,-0.5,0.166667",90,0.0669873,-
P6422,D2,"0.866025,-0.5,0","0.5,0.866025,0","-1,0,-0.333333",D2,"0,1,0","0,0,1","-0.5,0,-0.5",90,0,-
P6422,D2,"0.866025,-0.5,0","0.5,0.866025,0","-1,0,-0.333333",D2,"0,1,0","1,0,0","-0.5,0,-0.5",0,0.5,-0.166667
P6422,D2,"0.866025,-0.5,0","0.5,0.866025,0","-1,0,-0.333333",D2,"0,0,1","1,0,0","-0.5,0,-0.5",90,0.5,-
P6422,D2,"0,0,1","0.866025,-0.5,0","-0.5,-0.5,0.166667",D2,"0,0,1","0,1,0","-0.5,0,0",60,0.166667,-
P6422,D2,"0,0,1","0.866025,-0.5,0","-0.5,-0.5,0.166667",D2,"0,0,1","1,0,0","-0.5,0,0",30,0.166667,-
P6422,D2,"0,0,1","0.866025,-0.5,0","-0.5,-0.5,0.166667",D2,"0.866025,0.5,0","-0.5,0.866025,0","0,0,0.333333",90,0.183013,-
P6422,D2,"0,0,1","0.5,0.866025,0","-0.5,-0.5,-0.333333",D2,"0.866025,0.5,0","-0.5,0.866025,0","0,-0.5,-0.166667",90,0.25,-
P6422,D2,"0,0,1","-0.5,0.866025,0","0,-0.5,0.333333",D2,"0.866025,-0.5,0","0.5,0.866025,0","0,0,0.166667",90,0.433013,-
P6422,D2,"0.5,0.866025,0","0.866025,-0.5,0","-0.5,0.5,0.166667",D2,"0,0,1","0.866025,0.5,0","0,-0.5,0.333333",90,0.0669873,-
P6422,D2,"0.5,0.866025,0","0.866025,-0.5,0","-0.5,0.5,0.166667",D2,"0.866025,0.5,0","-0.5,0.866025,0","0,-0.5,0.333333",0,1.11803,-0.166667
P6/mmm,D2h,"0.5,0.866025,0","0.5,0.866025,0",0,D2h,"1,0,0","1,0,0","-0.5,0,-0.5",60,0.5,0
P6/mmm,D2h,"0,0,1","0,0,1",0,D2h,"0.866025,-0.5,0","0.866025,-0.5,0","1,0,0.5",90,0.25,0
Pm-3m,D2h,"0.707107,0.707107,0","0.707107,0.707107,0",0,D2h,"1,0,0","1,0,0","-0.5,0.5,0.5",45,0.5,0
Pm-3m,D2h,"0.707107,0,0.707107","0.707107,0,0.707107",0,D4h,"1,0,0","1,0,0","0,0,0",45,0.5,0
Pm-3m,D2h,"0,0,1","0,0,1",0.25,D4h,"0,1,0","0,1,0","0,0.5,0",90,0.5,0
P6/mmm,D2h,"0,0,1","0,0,1","0,0.5,0",D6h,"0,0,1","0,0,1","0,0,0.5",0,0.5,0.5
P6/mmm,D2h,"-0.5,0.866025,0","-0.5,0.866025,0","0,-0.5,0",D2h,"0,1,0","0,1,0","0.5,0,0.5",30,0.5,0
P6/mmm,D2h,"-0.5,0.866025,0","-0.5,0.866025,0",0.183013,D6h,"0,0,1","0,0,1","0,0,0.5",90,0.25,0
P4/mmm,D2h,"0,0,1","0,0,1",0.5,D4h,"0,0,1","0,0,1","0,0,0.5",0,0.707107,0.5
P4/mmm,D2h,"0,0,1","0,0,1",0.5,D2h,"0,0,1","0,0,1","0,0.5,0",0,1.11803,0.5
P4232,D3,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0",0,D2,"0,0,1","0,1,0","0,0.5,0.5",54.7356,0.353553,0
Pm-3m,D3,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0",0,C2v,"-0.707107,0,0.707107","0.707107,0,0.707107","-0.5,0,-0.5",35.2644,0.707107,0
Pm-3m,D3,"0.57735,-0.57735,0.57735","0.707107,0.707107,0","-0.5,0.5,-0.5",D4h,"0,1,0","0,1,0","0,-0.5,0",54.7356,0,0
Pm-3m,D3,"0.57735,0.57735,0.57735","-0.707107,0.707107,0","0,0,0",D4d,"0,0,1","1,0,0","0,0,0.25",54.7356,0,0
Pm-3m,D3,"0.57735,0.57735,0.57735","-0.707107,0.707107,0",0,C2h,"0.707107,0,0.707107","0.707107,0,0.707107","1,0.5,1.11022e-16",35.2644,0.707107,0
Pm-3m,D3,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0",0,D2h,"0,1,0","0,1,0","0.5,0,0.5",54.7356,0.707107,0
Fm-3m,D3,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0",0,C2v,"0,0,1","-0.707107,0.707107,0","0.5,0,0",54.7356,0.353553,0
Fm-3m,D3,"-0.57735,0.57735,0.57735","0.707107,0.707107,0","-0.5,0.5,0.5",D2h,"-0.707107,0.707107,0","-0.707107,0.707107,0","-0.25,0.25,0",35.2644,0,0
Fm-3m,D3,"0.57735,-0.57735,0.57735","0.707107,0.707107,0","0.5,-0.5,0.5",D2h,"-0.707107,0,0.707107","-0.707107,0,0.707107","0.75,-0.5,0.25",90,0,0
Im-3m,D3,"0.57735,-0.57735,0.57735","0.707107,0.707107,0",0.408248,D2h,"-0.707107,0,0.707107","-0.707107,0,0.707107","0.5,0.5,0.5",90,0.816497,0
I432,D3,"-0.57735,-0.57735,0.57735","-0.707107,0.707107,0","-0.25,-0.25,0.25",D4,"0,1,0","0,0,1","0,-0.5,0",54.7356,0,0
Pm-3m,D3,"0.57735,-0.57735,0.57735","0.707107,0.707107,0","0.5,-0.5,0.5",C4h,"0,1,0","0,1,0","0,0.5,0",54.7356,0,0
Im-3m,D3,"0.57735,0.57735,0.57735","-0.707107,0.707107,0",0.353553,D2h,"0,0.707107,0.707107","0,0.707107,0.707107","0.5,0,-1",35.2644,0.707107,0
F4132,D3,"0.57735,-0.57735,0.57735","0.707107,0.707107,0","-0.125,0.125,-0.125",D3,"-0.57735,0.57735,0.57735","0.707107,0,0.707107","-0.375,0.375,0.375",70.5288,0,0
F4132,D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","-0.375,-0.125,0.375",D2,"0,0,1","0,1,0","-0.25,-0.25,-0.25",45,0.125,-
F4132,D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","-0.375,-0.125,0.375",D2,"0,0,1","1,0,0","-0.5,-0.5,0",90,0.176777,-
F4132,D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","-0.375,-0.125,0.375",D3,"0,0.707107,0.707107","0.57735,-0.57735,0.57735","-0.125,-0.375,0.375",60,0,-
F4132,D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","-0.375,-0.125,0.375",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.125,-0.375,0.125",60,0.288675,-
F4132,D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","-0.375,-0.125,0.375",D3,"-0.707107,0,0.707107","0.57735,0.57735,0.57735","-0.375,-0.375,0.125",90,0.25,-
F4132,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0.125,0.375,-0.125",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.375,0.125,-0.125",0,3.54E-01,0
F4132,D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.375,-0.375,0.375",D3,"-0.707107,0,0.707107","0.57735,0.57735,0.57735","0.125,0.125,0.125",60,0.57735,-
F4132,D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.125,-0.375,-0.125",D3,"0.707107,0,0.707107","-0.57735,-0.57735,0.57735","0.375,0.375,0.125",90,0.75,-
F4132,D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.125,-0.375,-0.125",D3,"-0.707107,0,0.707107","0.57735,0.57735,0.57735","0.125,0.125,0.125",0,0.612372,0
F4132,D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","-0.375,-0.125,0.375",T,"-0.57735,0.57735,0.57735",-,"-0.5,0,-0.5",90,0.408248,-
F4132,D3,"0.707107,0,0.707107","-0.57735,0.57735,0.57735","-0.375,-0.125,0.375",T,"0.57735,-0.57735,0.57735",-,"-0.5,-0.5,0",35.2644,0.176777,-
F4132,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0.125,0.375,-0.125",T,"0.57735,-0.57735,0.57735",-,"-0.5,-0.5,0",90,0,-
F4132,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.375,0.375,-0.125",T,"0.57735,-0.57735,0.57735",-,"0,0,0",90,0.204124,-
F4132,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.375,0.375,-0.125",T,"0.57735,0.57735,0.57735",-,"0,0,0",35.2644,0.53033,-
F4132,D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.375,-0.375,0.375",T,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",90,0.612372,-
F4132,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.375,0.375,-0.375",T,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",35.2644,8.84E-01,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-0.75,-0.5,-0.25",45,0.25,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-1,-0.5,0",45,0.00E+00,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D2,"0,-0.707107,0.707107","1,0,0","-0.5,-0.25,-0.25",60,3.20E-17,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.75,-0.25,0",90,0.353553,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D2,"0,0,1","0.707107,0.707107,0","-0.25,0.25,0",0,3.54E-01,0
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D2,"0,0,1","-0.707107,0.707107,0","-0.25,0.25,0",90,0.00E+00,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","0,-0.5,0",60,0,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,0",0,0.353553,-0.353553
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0,0,0",90,0,-
F432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",0,0.612372,0.353553
F432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D3,"0,-0.707107,0.707107","0.57735,0.57735,0.57735","-0.5,0,-0.5",60,2.89E-01,-
F432,D3,"-0.707107,0,0.707107","0.57735,0.57735,0.57735","0,0,-0.5",D3,"0.707107,0,0.707107","-0.57735,-0.57735,0.57735","0,-0.5,0.5",90,0.5,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D4,"-0.707107,0,0.707107","0,1,0","0,-0.5,0",60,0,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D4,"0.707107,0.707107,0","0,0,1","0,0,-0.5",90,0.5,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D4,"0.707107,0.707107,0","0,0,1","0,0,0",90,0,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",0,0.353553,-0.353553
F432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D4,"0,-0.707107,0.707107","-1,0,0","-0.5,-0.5,0",60,0.288675,-
F432,D3,"0,-0.707107,0.707107","0.57735,0.57735,0.57735","-0.5,-0.5,0",D4,"0,-0.707107,0.707107","1,0,0","0,-0.5,-0.5",0,0.612372,-0.353553
F432,D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","-0.5,0,0.5",D4,"0,-0.707107,0.707107","1,0,0","0,-0.5,-0.5",0,1.1726,-0.353553
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",O,"-0.57735,0.57735,0.57735",-,"-0.5,0,-0.5",35.2644,0,-
F432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,0,0",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,2.04E-01,-
F432,D3,"-0.707107,0,0.707107","0.57735,0.57735,0.57735","0,0,-0.5",O,"-0.57735,0.57735,0.57735",-,"-0.5,0,-0.5",35.2644,0.353553,-
F432,D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","-0.5,0,0.5",O,"-0.57735,0.57735,0.57735",-,"-0.5,-0.5,0",90,4.08E-01,-
F432,D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","-0.5,0,0.5",O,"0.57735,-0.57735,0.57735",-,"0,-0.5,-0.5",35.2644,1.06066,-
F432,D3,"0,-0.707107,0.707107","0.57735,0.57735,0.57735","-0.5,0,-0.5",O,"-0.57735,0.57735,0.57735",-,"-0.5,-0.5,0",90,0,-
F432,D3,"0,-0.707107,0.707107","-0.57735,0.57735,0.57735","-0.5,0.5,0",O,"0.57735,0.57735,0.57735",-,"0,0,0",90,0.612372,-
H32,D3,"1,0,0","0,0,1","0.333333,-0.333333,0.166667",D3,"0.5,0.866025,0","0,0,1","0,0,0",60,0.166667,-
I4132,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.375,-0.375,-0.375",D2,"0,-0.707107,0.707107","0,0.707107,0.707107","-0.375,-0.5,-0.25",45,0.125,-
I4132,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.375,-0.375,-0.375",D2,"0,0.707107,0.707107","1,0,0","-0.375,-0.5,-0.25",60,0,-
I4132,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.375,-0.375,-0.375",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,-0.25,0.125",90,0,-
I4132,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.375,-0.375,-0.375",D2,"0,0,1","0.707107,0.707107,0","-0.5,-0.25,-0.375",0,0,0.176777
I4132,D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.375,0.125,-0.125",D2,"-0.707107,0.707107,0","0,0,1","0,0.25,-0.375",0,0.433013,-0.176777
I4132,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.375,-0.375,-0.375",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.125,-0.375,-0.125",0,0.433013,-0.353553
I4132,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.375,-0.375,-0.375",D3,"0,0.707107,0.707107","-0.57735,-0.57735,0.57735","-0.375,0.125,0.375",60,0.144338,-
I4132,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.375,-0.375,-0.375",D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.125,0.375,-0.375",90,0,-
I4132,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.375,0.375,-0.125",D3,"0,0.707107,0.707107","-0.57735,-0.57735,0.57735","-0.375,0.125,0.375",60,0.433013,-
I4132,D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.375,0.375,-0.125",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0.375,0.375,0.375",90,0.5,-
I432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",D2,"0.707107,0.707107,0","-0.707107,0.707107,0","-0.5,0.5,-0.5",90,0.353553,-
I432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",D2,"0,1,0","-0.707107,0,0.707107","-0.5,0,-0.5",60,0.433013,-
I432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",D2,"-0.707107,0,0.707107","0.707107,0,0.707107","-1,0,0",45,0.25,-
I432,D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-0.5,0,-0.25",45,0.5,-
I432,D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D2,"-0.707107,0.707107,0","0,0,1","-0.5,0,0.25",60,0.144338,-
I432,D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","0,-0.5,-0.25",45,0,-
I432,D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D2,"-0.707107,0,0.707107","0,1,0","-0.5,-0.25,0",90,0.25,-
I432,D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D2,"0.707107,0,0.707107","0,1,0","-0.5,-0.25,0",0,4.33E-01,0.353553
I432,D3,"0.707107,0.707107,0","0.57735,-0.57735,0.57735","0.25,-0.25,0.25",D2,"-0.707107,0.707107,0","0.707107,0.707107,0","-1,0,0",90,1.06E+00,-
I432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","0,0,0",0,0.433013,0
I432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","0,0,0",90,2.50E-01,-
I432,D3,"-0.707107,0,0.707107","0.57735,-0.57735,0.57735","-0.5,-0.5,-0.5",D3,"0.707107,0.707107,0","-0.57735,0.57735,0.57735","-0.25,0.25,0.25",60,0.144338,-
I432,D3,"-0.707107,0.707107,0","0.57735,0.57735,0.57735","-0.5,-0.5,-0.5",D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","-0.25,-0.25,0.25",0,0.829156,0
I432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",D4,"1,0,0","0,0,1","0,0,-0.5",45,0.25,-
I432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",D4,"0.707107,0.707107,0","0,0,1","0,0,0",90,0.25,-
I432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",D4,"-0.707107,0.707107,0","0,0,1","-0.5,-0.5,0",0,1.08972,0
I432,D3,"-0.707107,0.707107,0","-0.57735,-0.57735,0.57735","0.25,0.25,-0.25",D4,"-0.707107,0,0.707107","0,1,0","0,0,0",60,0.144338,-
